CCN,Facility Name,Address,City,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital_overall_rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,MSPB_Ratio,Total_Performance_Score,Domain_Clinical_Score,Domain_Safety_Score,Domain_Engagement_Score,Domain_Efficiency_Score,HCAHPS_H_CLEAN_HSP_A_P,HCAHPS_H_CLEAN_HSP_SN_P,HCAHPS_H_CLEAN_HSP_U_P,HCAHPS_H_CLEAN_LINEAR_SCORE,HCAHPS_H_CLEAN_STAR_RATING,HCAHPS_H_COMP_1_A_P,HCAHPS_H_COMP_1_LINEAR_SCORE,HCAHPS_H_COMP_1_SN_P,HCAHPS_H_COMP_1_STAR_RATING,HCAHPS_H_COMP_1_U_P,HCAHPS_H_COMP_2_A_P,HCAHPS_H_COMP_2_LINEAR_SCORE,HCAHPS_H_COMP_2_SN_P,HCAHPS_H_COMP_2_STAR_RATING,HCAHPS_H_COMP_2_U_P,HCAHPS_H_COMP_5_A_P,HCAHPS_H_COMP_5_LINEAR_SCORE,HCAHPS_H_COMP_5_SN_P,HCAHPS_H_COMP_5_STAR_RATING,HCAHPS_H_COMP_5_U_P,HCAHPS_H_COMP_6_LINEAR_SCORE,HCAHPS_H_COMP_6_N_P,HCAHPS_H_COMP_6_STAR_RATING,HCAHPS_H_COMP_6_Y_P,HCAHPS_H_DISCH_HELP_N_P,HCAHPS_H_DISCH_HELP_Y_P,HCAHPS_H_DOCTOR_EXPLAIN_A_P,HCAHPS_H_DOCTOR_EXPLAIN_SN_P,HCAHPS_H_DOCTOR_EXPLAIN_U_P,HCAHPS_H_DOCTOR_LISTEN_A_P,HCAHPS_H_DOCTOR_LISTEN_SN_P,HCAHPS_H_DOCTOR_LISTEN_U_P,HCAHPS_H_DOCTOR_RESPECT_A_P,HCAHPS_H_DOCTOR_RESPECT_SN_P,HCAHPS_H_DOCTOR_RESPECT_U_P,HCAHPS_H_HSP_RATING_0_6,HCAHPS_H_HSP_RATING_7_8,HCAHPS_H_HSP_RATING_9_10,HCAHPS_H_HSP_RATING_LINEAR_SCORE,HCAHPS_H_HSP_RATING_STAR_RATING,HCAHPS_H_MED_FOR_A_P,HCAHPS_H_MED_FOR_SN_P,HCAHPS_H_MED_FOR_U_P,HCAHPS_H_NURSE_EXPLAIN_A_P,HCAHPS_H_NURSE_EXPLAIN_SN_P,HCAHPS_H_NURSE_EXPLAIN_U_P,HCAHPS_H_NURSE_LISTEN_A_P,HCAHPS_H_NURSE_LISTEN_SN_P,HCAHPS_H_NURSE_LISTEN_U_P,HCAHPS_H_NURSE_RESPECT_A_P,HCAHPS_H_NURSE_RESPECT_SN_P,HCAHPS_H_NURSE_RESPECT_U_P,HCAHPS_H_QUIET_HSP_A_P,HCAHPS_H_QUIET_HSP_SN_P,HCAHPS_H_QUIET_HSP_U_P,HCAHPS_H_QUIET_LINEAR_SCORE,HCAHPS_H_QUIET_STAR_RATING,HCAHPS_H_RECMND_DN,HCAHPS_H_RECMND_DY,HCAHPS_H_RECMND_LINEAR_SCORE,HCAHPS_H_RECMND_PY,HCAHPS_H_RECMND_STAR_RATING,HCAHPS_H_SIDE_EFFECTS_A_P,HCAHPS_H_SIDE_EFFECTS_SN_P,HCAHPS_H_SIDE_EFFECTS_U_P,HCAHPS_H_STAR_RATING,HCAHPS_H_SYMPTOMS_N_P,HCAHPS_H_SYMPTOMS_Y_P,Readmission_EDAC_30_AMI,Readmission_EDAC_30_HF,Readmission_EDAC_30_PN,Readmission_READM_30_AMI,Readmission_READM_30_CABG,Readmission_READM_30_COPD,Readmission_READM_30_HF,Readmission_READM_30_HIP_KNEE,Readmission_READM_30_PN,Payment_Adjustment_Percent,Cluster_Label
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,COLLIN,(972) 981-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,0,8,0,,8,8,3,5,0,,11,9,0,7,2,,15,15,,10,9,,1.07,25.750000000000,5.833333333333,14.166666666667,5.750000000000,0.000000000000,73,7,20,,,73,,6,,21,76,,6,,18,52,,27,,21,,16,,84,19,81,70,8,22,74,8,18,83,4,13,9,20,71,,,66,15,19,68,8,24,71,6,23,80,4,16,63,7,30,,,5,72,,23,,38,39,23,,14,86,78.7,-1.8,12.6,15,9.6,18.1,20.1,3.7,16.8,-0.5353,Low Value
450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,HARRIS,(281) 539-2900,Acute Care Hospitals,Physician,No,,,16,8,1,0,1,0,,8,2,0,2,0,,11,4,0,3,1,,15,15,,10,3,,0.98,,,,,,75,7,18,,,85,,3,,12,81,,5,,14,70,,15,,15,,9,,91,8,92,77,6,17,79,5,16,87,4,9,7,12,81,,,81,5,14,80,5,15,83,2,15,94,2,4,75,7,18,,,4,84,,12,,60,26,14,,9,91,,,,,,,,4.9,,,Average Performers
450775,HCA HOUSTON HEALTHCARE KINGWOOD,22999 US HWY 59,KINGWOOD,TX,77325,HARRIS,(281) 359-7500,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,3,5,0,,8,7,4,3,0,,11,9,0,7,2,,15,15,,10,9,,1.10,25.916666666667,10.833333333333,12.083333333333,3.000000000000,0.000000000000,62,16,22,,,69,,10,,21,70,,11,,19,50,,30,,20,,22,,78,25,75,65,13,22,68,11,21,78,8,14,20,23,57,,,64,17,19,64,12,24,67,9,24,77,8,15,58,13,29,,,16,53,,31,,36,42,22,,19,81,17.9,-7.3,9,15.1,12,16.9,19.7,5,16.3,-0.5108,Average Performers
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,TARRANT,(817) 433-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,7,1,6,0,,8,8,2,6,0,,11,8,3,4,1,,15,15,,10,7,,1.00,43.333333333333,11.000000000000,18.333333333333,11.500000000000,2.500000000000,76,7,17,,,81,,4,,15,78,,6,,16,61,,20,,19,,13,,87,15,85,73,7,20,75,6,19,84,4,12,6,17,77,,,75,8,17,76,5,19,79,4,17,87,2,11,67,6,27,,,4,79,,17,,47,31,22,,12,88,23,-6.2,-13,14.1,,17.8,19.6,4.7,15.1,1.4476,High Value
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",3315 S ALAMEDA ST,CORPUS CHRISTI,TX,78411,NUECES,(361) 761-1501,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,8,8,2,6,0,,8,7,4,3,0,,11,8,1,7,0,,15,15,,10,8,,1.04,33.166666666667,11.000000000000,15.416666666667,6.750000000000,0.000000000000,72,10,18,,,76,,7,,17,75,,7,,18,59,,23,,18,,17,,83,19,81,71,8,21,72,9,19,81,5,14,12,23,65,,,72,13,15,70,9,21,74,7,19,84,4,12,60,12,28,,,9,66,,25,,46,34,20,,14,86,0.9,-27.9,-7.2,13.5,12.9,17.5,18.3,,14.6,0.5475,Average Performers
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75503,BOWIE,(903) 614-1000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,8,8,0,6,2,,8,8,1,7,0,,11,11,0,8,3,,15,15,,10,10,,1.07,21.000000000000,0.416666666667,10.833333333333,9.750000000000,0.000000000000,77,5,18,,,81,,4,,15,82,,5,,13,63,,19,,18,,15,,85,16,84,76,6,18,81,6,13,89,3,8,10,19,71,,,77,8,15,75,6,19,80,4,16,88,3,9,59,12,29,,,6,69,,25,,48,30,22,,13,87,28.2,6.7,10.2,14.8,10.6,17.8,19.5,4.2,16.2,-1.2134,Emerging Performers
450804,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,HARRIS,(713) 799-8600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,16,8,1,0,1,0,,8,2,1,1,0,,11,3,2,1,0,,15,15,,10,5,,0.97,,,,,,85,6,9,,,84,,4,,12,86,,4,,10,65,,18,,17,,12,,88,13,87,84,6,10,84,4,12,90,3,7,7,10,83,,,79,8,13,81,5,14,82,5,13,88,3,9,80,5,15,,,4,83,,13,,51,27,22,,10,90,,,,,,,,2.8,,,Cost Efficient / Lower Quality
450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TX,78731,TRAVIS,(512) 346-1994,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,8,1,0,1,0,,8,1,0,1,0,,11,3,0,3,0,,15,5,,10,3,,1.04,,,,,,86,3,11,,,86,,2,,12,85,,5,,10,79,,13,,8,,7,,93,8,92,79,7,14,86,4,10,90,3,7,6,12,82,,,89,8,3,81,2,17,85,3,12,92,1,7,78,5,17,,,5,78,,17,,70,18,12,,7,93,,,,,,,,,,,Average Performers
450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TRAVIS,(512) 901-1000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,7,0,7,0,,8,8,2,6,0,,11,8,1,6,1,,15,15,,10,8,,1.01,22.333333333333,5.000000000000,10.833333333333,4.000000000000,2.500000000000,71,9,20,,,72,,7,,21,75,,7,,18,53,,26,,21,,19,,81,23,77,69,9,22,74,7,19,83,5,12,11,22,67,,,68,12,20,66,8,26,69,8,23,81,4,15,60,9,31,,,7,70,,23,,37,41,22,,16,84,14.7,-32.8,26.4,14.1,,18.2,19.4,5.2,17.7,-1.0004,Emerging Performers
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,FORT BEND,(281) 274-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,8,5,3,0,,8,8,4,3,1,,11,11,2,8,1,,15,15,,10,10,,0.99,44.083333333333,16.666666666667,10.416666666667,14.500000000000,2.500000000000,82,4,14,,,77,,4,,19,77,,6,,17,60,,20,,20,,13,,87,15,85,73,7,20,75,6,19,84,4,12,7,14,79,,,74,8,18,73,6,21,75,4,21,85,2,13,66,5,29,,,3,80,,17,,46,31,23,,10,90,27.2,-5.1,-13.2,14.6,10.4,18.3,20.6,5.9,16.1,1.4925,High Value
450822,MEDICAL CITY LAS COLINAS,6800 N MACARTHUR BLVD,IRVING,TX,75039,DALLAS,(972) 969-2000,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,5,0,5,0,,8,4,1,3,0,,11,6,0,6,0,,15,15,,10,8,,0.98,24.125000000000,2.500000000000,13.125000000000,8.500000000000,0.000000000000,71,10,19,,,75,,7,,18,72,,9,,19,51,,26,,23,,20,,80,20,80,67,11,22,71,9,20,78,7,15,11,21,68,,,65,13,22,72,7,21,72,8,20,81,5,14,65,10,25,,,9,67,,24,,38,38,24,,20,80,,-2.2,11.8,,,18.1,19.7,,16.8,-0.7646,Emerging Performers
450825,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,HIDALGO,(956) 618-4444,Acute Care Hospitals,Proprietary,Yes,,,16,8,,,,,5,8,1,0,1,0,,11,1,0,1,0,,15,5,,10,4,,,,,,,,84,2,14,,,86,,2,,12,82,,4,,14,41,,10,,49,,16,,84,,,,,,,,,,,,10,16,74,,,,,,,,,,,,,,,67,7,26,,,4,74,,22,,,,,,,,,,,,,,,,,,Average Performers
450827,KELL WEST REGIONAL HOSPITAL,5420 KELL WEST BOULEVARD,WICHITA FALLS,TX,76310,WICHITA,(940) 692-5888,Acute Care Hospitals,Proprietary,Yes,,,16,8,2,0,2,0,,8,2,0,2,0,,11,3,1,2,0,,15,15,,10,6,,1.06,,,,,,79,8,13,,,78,,6,,16,83,,3,,14,53,,23,,24,,12,,88,13,87,77,5,18,82,4,14,89,2,9,7,22,71,,,64,20,16,77,6,17,74,7,19,82,4,14,73,6,21,,,4,73,,23,,43,25,32,,11,89,,,-35.9,,,,,,15.2,,Cost Efficient / Lower Quality
450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,TX,78332,JIM WELLS,(361) 661-8016,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,4,0,4,0,,8,3,1,2,0,,11,4,1,2,1,,15,15,,10,7,,1.10,27.416666666667,3.333333333333,10.833333333333,13.250000000000,0.000000000000,74,10,16,,,85,,6,,9,84,,4,,12,67,,18,,15,,16,,84,19,81,78,4,18,85,4,11,91,2,7,8,17,75,,,83,6,11,83,7,10,82,6,12,89,4,7,62,7,31,,,8,64,,28,,52,29,19,,14,86,,-61.6,22.3,13.4,,,18.4,,16.1,-0.2987,Cost Efficient / Lower Quality
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,4301 B VISTA,PASADENA,TX,77504,HARRIS,(713) 378-3000,Acute Care Hospitals,Proprietary,Yes,,,16,8,,,,,5,8,,,,,5,11,,,,,5,15,,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average Performers
450833,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,ENNIS,TX,75119,ELLIS,(972) 875-0900,Acute Care Hospitals,Proprietary,Yes,,,16,8,2,0,2,0,,8,1,0,1,0,,11,4,0,3,1,,15,5,,10,7,,0.98,,,,,,100,0,0,,,86,,2,,12,80,,9,,11,70,,12,,18,,17,,83,,,,,,,,,,,,10,11,79,,,,,,,,,,,,,,,79,5,16,,,10,81,,9,,,,,,,,,,70.4,,,,,,16.5,,High Quality / Higher Cost
450834,"PHYSICIANS CENTRE,THE",3131 UNIVERSITY DRIVE EAST,BRYAN,TX,77802,BRAZOS,(979) 731-3100,Acute Care Hospitals,Proprietary,Yes,,,16,8,1,0,1,0,,8,2,0,2,0,,11,3,0,2,1,,15,15,,10,4,,0.92,,,,,,74,9,17,,,87,,3,,10,84,,5,,11,74,,12,,14,,9,,91,10,90,82,6,12,83,5,12,87,4,9,6,10,84,,,82,5,13,82,4,14,88,3,9,91,3,6,83,2,15,,,4,86,,10,,67,19,14,,7,93,,,,,,,,4.5,,,Average Performers
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,COLLIN,(972) 747-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,6,0,6,0,,8,4,1,3,0,,11,8,1,7,0,,15,15,,10,7,,1.07,29.416666666667,3.500000000000,11.666666666667,14.250000000000,0.000000000000,82,6,12,,,81,,4,,15,80,,5,,15,61,,19,,20,,12,,88,14,86,75,6,19,79,5,16,86,3,11,6,18,76,,,71,11,18,76,7,17,79,3,18,88,2,10,68,7,25,,,3,77,,20,,50,27,23,,11,89,-20.6,-21.6,-11.9,13.5,,17.9,19.4,5.3,15.7,-0.0065,Cost Efficient / Lower Quality
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,18220 STATE HIGHWAY 249,HOUSTON,TX,77070,HARRIS,(281) 477-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,8,5,3,0,,8,7,4,3,0,,11,10,1,7,2,,15,15,,10,10,,1.10,41.250000000000,13.500000000000,12.500000000000,15.250000000000,0.000000000000,80,5,15,,,81,,4,,15,78,,6,,16,64,,17,,19,,10,,90,12,88,73,7,20,77,6,17,86,4,10,6,16,78,,,76,8,16,78,5,17,79,4,17,88,3,9,66,8,26,,,4,78,,18,,52,26,22,,9,91,17.2,-3.6,11.5,14.1,10.9,18.4,21.1,,17.2,1.2836,High Value
450847,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,FORT BEND,(281) 392-1111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,7,4,3,0,,11,7,1,5,1,,15,15,,10,10,,0.99,20.458333333333,0.625000000000,13.333333333333,6.500000000000,0.000000000000,73,7,20,,,76,,5,,19,75,,8,,17,54,,24,,22,,14,,86,15,85,71,9,20,74,9,17,81,5,14,10,21,69,,,67,12,21,73,8,19,71,4,25,83,3,14,61,8,31,,,5,70,,25,,41,36,23,,13,87,27,6.8,-21.2,13.8,,17.3,19.8,,14.1,-1.2787,Emerging Performers
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,FORT BEND,(281) 725-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,7,0,7,0,,8,6,1,5,0,,11,7,2,4,1,,15,15,,10,10,,0.93,30.083333333333,5.000000000000,10.833333333333,6.750000000000,7.500000000000,72,10,18,,,73,,6,,21,77,,6,,17,56,,24,,20,,14,,86,15,85,72,7,21,75,6,19,83,3,14,10,19,71,,,71,11,18,69,8,23,69,6,25,80,3,17,57,12,31,,,7,69,,24,,41,36,23,,12,88,-22.9,20.6,-1.6,13.1,,18.2,20.5,,16.8,0.0938,Average Performers
450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,621 NORTH HALL STREET,DALLAS,TX,75226,DALLAS,(214) 820-0600,Acute Care Hospitals,Proprietary,Yes,,5,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,2,2,,15,15,,10,3,,0.97,56.666666666667,18.333333333333,,31.666666666667,6.666666666667,84,5,11,,,88,,2,,10,86,,3,,11,73,,13,,14,,10,,90,13,87,81,4,15,87,3,10,91,2,7,3,10,87,,,86,5,9,83,3,14,88,2,10,94,1,5,67,6,27,,,2,88,,10,,60,21,19,,8,92,19.6,11.9,,15.5,,,18.6,,,1.8825,High Value
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,DENTON,(214) 407-5000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,1,0,1,0,,8,4,1,3,0,,11,4,0,4,0,,15,15,,10,7,,1.08,51.000000000000,,26.666666666667,24.333333333333,0.000000000000,80,4,16,,,81,,4,,15,84,,4,,12,62,,21,,17,,13,,87,15,85,77,5,18,82,4,14,91,2,7,7,11,82,,,78,9,13,77,6,17,79,4,17,87,3,10,72,6,22,,,4,79,,17,,47,33,20,,11,89,,,,,,,,5.2,,1.7748,High Value
450855,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,CAMERON,(956) 365-1000,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,7,1,6,0,,8,6,3,3,0,,11,8,1,6,1,,15,15,,10,7,,0.97,34.166666666667,10.416666666667,11.500000000000,7.250000000000,5.000000000000,79,9,12,,,78,,5,,17,71,,8,,21,57,,23,,20,,21,,79,26,74,69,9,22,69,8,23,75,8,17,7,21,72,,,70,16,14,76,5,19,73,7,20,84,3,13,60,8,32,,,6,76,,18,,44,30,26,,16,84,41.7,-17.6,-30.9,14.1,10.7,17.7,19.3,4.6,15.2,0.6773,Average Performers
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,78258,BEXAR,(210) 404-0800,Acute Care Hospitals,Physician,Yes,,,16,8,1,0,1,0,,8,2,0,2,0,,11,3,0,2,1,,15,15,,10,3,,0.91,,,,,,79,8,13,,,88,,3,,9,86,,4,,10,71,,15,,14,,11,,89,13,87,84,5,11,85,4,11,91,3,6,6,9,85,,,82,5,13,83,4,13,88,3,9,93,2,5,75,5,20,,,4,85,,11,,59,25,16,,9,91,,,,,,,,4,,,Average Performers
450860,SUGAR LAND SURGICAL HOSPITAL LLP,16906 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,FORT BEND,(281) 243-1000,Acute Care Hospitals,Physician,Yes,,,16,8,,,,,5,8,2,0,2,0,,11,3,0,3,0,,15,5,,10,4,,,,,,,,78,5,17,,,88,,4,,8,90,,3,,7,71,,15,,14,,11,,89,,,,,,,,,,,,4,8,88,,,,,,,,,,,,,,,80,2,18,,,2,88,,10,,,,,,,,,,,,,,,4.7,,,Average Performers
450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,THE WOODLANDS,TX,77384,MONTGOMERY,(936) 266-4050,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,0,8,0,,8,7,1,6,0,,11,10,0,9,1,,15,15,,10,9,,1.06,25.333333333333,7.000000000000,4.583333333333,13.750000000000,0.000000000000,74,7,19,,,83,,3,,14,79,,5,,16,62,,22,,16,,14,,86,16,84,74,6,20,78,6,16,84,3,13,6,16,78,,,78,9,13,77,5,18,83,3,14,89,2,9,64,8,28,,,4,78,,18,,45,35,20,,11,89,26.4,-7.6,-7.5,13.9,11.4,18,19.6,,15.8,-0.5957,Average Performers
450864,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,TX,75701,SMITH,(903) 525-3300,Acute Care Hospitals,Physician,Yes,,5,,8,1,0,1,0,,8,3,0,3,0,,11,3,0,2,1,,15,15,,10,5,,0.85,,,,,,74,10,16,,,87,,3,,10,87,,3,,10,65,,16,,19,,10,,90,13,87,83,4,13,87,4,9,92,3,5,6,11,83,,,80,6,14,83,4,13,86,3,11,91,2,7,71,7,22,,,4,87,,9,,50,27,23,,8,92,,,,,,,,3.9,,,Average Performers
450865,ASCENSION SETON  SOUTHWEST,7900 FM 1826,AUSTIN,TX,78737,HAYS,(512) 324-9000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,8,2,0,2,0,29,8,1,0,1,0,29,11,4,0,4,0,29,15,,5,10,5,29,,,,,,,80,9,11,,,91,,2,,7,87,,4,,9,77,,14,,9,,9,,91,13,87,86,4,10,81,5,14,93,3,4,5,9,86,,,86,3,11,89,2,9,90,3,7,96,3,1,74,2,24,,,4,87,,9,,68,25,7,,5,95,,,0.3,,,,,,15.7,,Average Performers
450867,ASCENSION SETON NORTHWEST,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,TRAVIS,(512) 324-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,29,8,4,0,4,0,29,8,3,0,3,0,29,11,7,0,5,2,29,15,10,29,10,6,29,1.08,,,,,,78,6,16,,,77,,6,,17,76,,9,,15,56,,24,,20,,17,,83,21,79,72,10,18,74,10,16,82,7,11,8,21,71,,,69,12,19,74,8,18,72,6,22,85,4,11,59,10,31,,,7,70,,23,,43,36,21,,14,86,,29.5,18.9,,,18.5,20.1,5,16.1,,Low Value
450869,DOCTORS HOSPTAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,HIDALGO,(956) 362-8677,Acute Care Hospitals,Physician,Yes,Y,3,,8,8,0,8,0,,8,8,3,5,0,,11,11,0,10,1,,15,15,,10,8,,1.09,25.583333333333,1.250000000000,15.833333333333,8.500000000000,0.000000000000,76,6,18,,,74,,5,,21,78,,4,,18,56,,23,,21,,15,,85,17,83,73,5,22,76,4,20,84,3,13,8,22,70,,,71,12,17,71,6,23,69,7,24,81,3,16,54,11,35,,,6,71,,23,,41,34,25,,12,88,38.8,-14.1,-5,13.9,10.6,17.7,19.5,5.5,14.9,-0.5647,Average Performers
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,8,4,2,2,0,,8,3,0,3,0,,11,6,2,4,0,,15,10,,10,5,,,,,,,,81,6,13,,,88,,2,,10,85,,3,,12,77,,10,,13,,11,,89,11,89,77,5,18,81,4,15,89,3,8,4,13,83,,,83,5,12,82,4,14,83,3,14,91,2,7,60,10,30,,,3,78,,19,,63,18,19,,11,89,5.2,-18.7,-22.6,13.3,,16.4,20,4.6,14.7,,Average Performers
450872,USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,ARLINGTON,TX,76017,TARRANT,(817) 472-3400,Acute Care Hospitals,Physician,Yes,,,16,8,1,0,1,0,,8,2,0,2,0,,11,3,0,3,0,,15,15,,10,5,,1.01,46.666666666667,,26.666666666667,20.000000000000,0.000000000000,74,12,14,,,75,,5,,20,81,,5,,14,60,,27,,13,,21,,79,26,74,75,5,20,80,6,14,88,4,8,10,23,67,,,73,13,14,73,7,20,73,6,21,80,3,17,72,4,24,,,7,66,,27,,48,40,12,,16,84,,,,,,,,,,1.6042,High Value
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST LYNDON B JOHNSON SUITE 101B,IRVING,TX,75063,DALLAS,(972) 868-4000,Acute Care Hospitals,Proprietary,Yes,,,16,8,1,0,1,0,,8,2,0,2,0,,11,3,0,3,0,,15,15,,10,4,,0.91,,,,,,78,11,11,,,78,,5,,17,82,,6,,12,55,,31,,14,,12,,88,13,87,80,7,13,81,6,13,86,5,9,9,18,73,,,66,20,14,77,6,17,72,5,23,84,4,12,72,6,22,,,7,76,,17,,45,43,12,,11,89,,,,,,,,6.2,,,Average Performers
450875,QUAIL CREEK SURGICAL HOSPITAL,6819 PLUM CREEK,AMARILLO,TX,79124,POTTER,(806) 354-6100,Acute Care Hospitals,Proprietary,Yes,,,16,8,1,0,1,0,,8,2,0,2,0,,11,3,0,3,0,,15,15,,10,4,,1.07,,,,,,84,7,9,,,88,,2,,10,85,,5,,10,74,,11,,15,,9,,91,8,92,80,7,13,85,5,10,90,3,7,4,6,90,,,88,4,8,86,3,11,87,2,11,91,1,8,82,3,15,,,2,90,,8,,61,18,21,,11,89,,,,,,,,5.4,,,Average Performers
450876,LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,LUBBOCK,TX,79416,LUBBOCK,(806) 687-7777,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,,8,7,0,7,0,,8,3,0,3,0,,11,8,1,6,1,,15,15,,10,8,,1.09,41.250000000000,0.000000000000,25.000000000000,13.750000000000,2.500000000000,68,11,21,,,81,,4,,15,82,,4,,14,62,,18,,20,,16,,84,21,79,76,6,18,82,4,14,89,3,8,6,12,82,,,77,9,14,77,4,19,79,4,17,89,3,8,61,8,31,,,4,83,,13,,48,27,25,,11,89,32.3,13.2,-34.7,13.7,11.9,17.5,18.9,,15.3,1.2836,High Value
450880,BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,1800 PARK PLACE AVENUE,FORT WORTH,TX,76110,TARRANT,(682) 703-5600,Acute Care Hospitals,Physician,Yes,,,16,8,1,0,1,0,,8,2,0,1,1,,11,3,0,2,1,,15,15,,10,4,,0.93,,,,,,75,10,15,,,78,,5,,17,85,,4,,11,62,,22,,16,,12,,88,13,87,82,5,13,84,4,12,90,3,7,8,15,77,,,81,10,9,74,7,19,77,5,18,83,4,13,76,6,18,,,7,76,,17,,43,33,24,,10,90,,,,,,,,4.8,,,Average Performers
